TF	Genotype	Tissue	direction	goid	goname	n	p-value	B73v4.gid	W22.gid
baf60.21	baf60.21-m2	tassel_stem	up	GO:0030029	actin filament-based process	3	0.002425383	"Zm00001d017983,Zm00001d024947,Zm00001d044253"	"Zm00004b015048,Zm00004b039149,Zm00004b019667"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0032268	regulation of cellular protein metabolic process	2	0.022493656	"Zm00001d016255,Zm00001d036668"	"Zm00004b013608,Zm00004b029426"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0033773	isoflavone 2'-hydroxylase activity	1	0.042763224	Zm00001d029183	Zm00004b001545
baf60.21	baf60.21-m2	tassel_stem	up	GO:0033807	icosanoyl-CoA synthase activity	2	0.010981419	"Zm00001d014168,Zm00001d039053"	"Zm00004b012022,Zm00004b031300"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0034002	(R)-limonene synthase activity	1	0.042763224	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0034768	(E)-beta-ocimene synthase activity	1	0.028714471	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0036094	small molecule binding	1	0.042763224	Zm00001d029501	Zm00004b001793
baf60.21	baf60.21-m2	tassel_stem	up	GO:0045792	negative regulation of cell size	3	2.04E-05	"Zm00001d014843,Zm00001d027530,Zm00001d036364"	"Zm00004b012550,Zm00004b000258,Zm00004b029213"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0046029	mannitol dehydrogenase activity	1	0.028714471	Zm00001d004443	Zm00004b008034
baf60.21	baf60.21-m2	tassel_stem	up	GO:0046963	3'-phosphoadenosine 5'-phosphosulfate transport	1	0.01446105	Zm00001d048499	Zm00004b034549
baf60.21	baf60.21-m2	tassel_stem	up	GO:0047517	1/4-beta-D-xylan synthase activity	1	0.028714471	Zm00001d009328	Zm00004b025454
baf60.21	baf60.21-m2	tassel_stem	up	GO:0047634	agmatine N4-coumaroyltransferase activity	1	0.042763224	Zm00001d027946	Zm00004b000575
baf60.21	baf60.21-m2	tassel_stem	up	GO:0047893	flavonol 3-O-glucosyltransferase activity	2	0.025203568	"Zm00001d052210,Zm00001d052813"	"Zm00004b022995,Zm00004b023491"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0048281	inflorescence morphogenesis	3	3.89E-04	"Zm00001d014843,Zm00001d027530,Zm00001d036364"	"Zm00004b012550,Zm00004b000258,Zm00004b029213"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0048678	response to axon injury	1	0.01446105	Zm00001d043200	Zm00004b018734
baf60.21	baf60.21-m2	tassel_stem	up	GO:0050550	pinene synthase activity	1	0.028714471	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0050551	myrcene synthase activity	1	0.042763224	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0050552	(4S)-limonene synthase activity	1	0.028714471	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0052578	alpha-farnesene synthase activity	1	0.01446105	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0070840	dynein complex binding	1	0.028714471	Zm00001d052679	Zm00004b023383
baf60.21	baf60.21-m2	tassel_stem	up	GO:0071173	spindle assembly checkpoint	1	0.021613528	Zm00001d003249	Zm00004b007115
baf60.21	baf60.21-m2	tassel_stem	up	GO:0071174	mitotic spindle checkpoint	1	0.021613528	Zm00001d003249	Zm00004b007115
baf60.21	baf60.21-m2	tassel_stem	up	GO:0080015	sabinene synthase activity	1	0.028714471	Zm00001d004279	Zm00004b007922
baf60.21	baf60.21-m2	tassel_stem	up	GO:0080142	regulation of salicylic acid biosynthetic process	2	0.003289861	"Zm00001d008570,Zm00001d039963"	"Zm00004b024878,Zm00004b016218"
baf60.21	baf60.21-m2	tassel_stem	up	GO:0090353	polygalacturonase inhibitor activity	1	0.035764248	Zm00001d029583	Zm00004b001865
bzip76	bzip76-m2	leaf	down	GO:0003909	DNA ligase activity	1	0.045768415	Zm00001d004310	Zm00004b007934
bzip76	bzip76-m2	leaf	down	GO:0005451	monovalent cation:proton antiporter activity	1	0.045768415	Zm00001d002798	Zm00004b006734
bzip76	bzip76-m2	leaf	down	GO:0005469	succinate:fumarate antiporter activity	1	0.045768415	Zm00001d028753	Zm00004b001221
bzip76	bzip76-m2	leaf	down	GO:0005623	cell	6	0.026306411	"Zm00001d008843,Zm00001d022403,Zm00001d037757,Zm00001d039188,Zm00001d040837,Zm00001d052252"	"Zm00004b025077,Zm00004b037526,Zm00004b030260,Zm00004b031415,Zm00004b016886,Zm00004b023031"
bzip76	bzip76-m2	leaf	down	GO:0005640	nuclear outer membrane	2	0.040490255	"Zm00001d028043,Zm00001d044116"	"Zm00004b000651,Zm00004b019548"
bzip76	bzip76-m2	leaf	down	GO:0005656	nuclear pre-replicative complex	1	0.045768415	Zm00001d008408	Zm00004b024752
bzip76	bzip76-m2	leaf	down	GO:0005683	U7 snRNP	1	0.045768415	Zm00001d053754	Zm00004b024272
bzip76	bzip76-m2	leaf	down	GO:0006725	cellular aromatic compound metabolic process	3	0.034295996	"Zm00001d011183,Zm00001d027554,Zm00001d044228"	"Zm00004b026938,Zm00004b000280,Zm00004b019652"
bzip76	bzip76-m2	leaf	down	GO:0007368	determination of left/right symmetry	1	0.045768415	Zm00001d039046	Zm00004b031293
bzip76	bzip76-m2	leaf	down	GO:0008194	UDP-glycosyltransferase activity	10	0.036238073	"Zm00001d003676,Zm00001d005456,Zm00001d008764,Zm00001d012780,Zm00001d014126,Zm00001d031428,Zm00001d034692,Zm00001d041374,Zm00001d048711,Zm00001d048925"	"Zm00004b007457,Zm00004b008781,Zm00004b025021,Zm00004b028271,Zm00004b011983,Zm00004b003107,Zm00004b005643,Zm00004b017229,Zm00004b020182,Zm00004b020355"
bzip76	bzip76-m2	leaf	down	GO:0008334	histone mRNA metabolic process	1	0.045768415	Zm00001d053754	Zm00004b024272
bzip76	bzip76-m2	leaf	down	GO:0009268	response to pH	3	2.34E-04	"Zm00001d007166,Zm00001d022451,Zm00001d033316"	"Zm00004b010110,Zm00004b037590,Zm00004b004561"
bzip76	bzip76-m2	leaf	down	GO:0009915	phloem sucrose loading	2	0.030270729	"Zm00001d006387,Zm00001d012702"	"Zm00004b009534,Zm00004b028216"
bzip76	bzip76-m2	leaf	down	GO:0010176	homogentisate phytyltransferase activity	1	0.045768415	Zm00001d006387	Zm00004b009534
bzip76	bzip76-m2	leaf	down	GO:0010184	cytokinin transport	2	0.007540456	"Zm00001d006327,Zm00001d043858"	"Zm00004b009474,Zm00004b019341"
bzip76	bzip76-m2	leaf	down	GO:0010365	positive regulation of ethylene biosynthetic process	1	0.045768415	Zm00001d045064	Zm00004b031707
bzip76	bzip76-m2	leaf	down	GO:0015211	purine nucleoside transmembrane transporter activity	2	0.013650103	"Zm00001d006327,Zm00001d043858"	"Zm00004b009474,Zm00004b019341"
bzip76	bzip76-m2	leaf	down	GO:0015226	carnitine transmembrane transporter activity	2	0.007540456	"Zm00001d021781,Zm00001d026377"	"Zm00004b037035,Zm00004b040342"
bzip76	bzip76-m2	leaf	down	GO:0015744	succinate transport	1	0.045768415	Zm00001d028753	Zm00004b001221
bzip76	bzip76-m2	leaf	down	GO:0015879	carnitine transport	2	0.013650103	"Zm00001d021781,Zm00001d026377"	"Zm00004b037035,Zm00004b040342"
bzip76	bzip76-m2	leaf	down	GO:0016052	carbohydrate catabolic process	1	0.045768415	Zm00001d017457	Zm00004b014584
bzip76	bzip76-m2	leaf	down	GO:0018131	oxazole or thiazole biosynthetic process	2	0.001579494	"Zm00001d011183,Zm00001d044228"	"Zm00004b026938,Zm00004b019652"
bzip76	bzip76-m2	leaf	down	GO:0019395	fatty acid oxidation	1	0.045768415	Zm00001d004426	Zm00004b008019
bzip76	bzip76-m2	leaf	down	GO:0019438	aromatic compound biosynthetic process	5	0.003703778	"Zm00001d004624,Zm00001d011183,Zm00001d020008,Zm00001d044228,Zm00001d051870"	"Zm00004b008168,Zm00004b026938,Zm00004b035639,Zm00004b019652,Zm00004b022697"
bzip76	bzip76-m2	leaf	down	GO:0030410	nicotianamine synthase activity	2	0.021277201	"Zm00001d013655,Zm00001d022557"	"Zm00004b011577,Zm00004b037652"
bzip76	bzip76-m2	leaf	down	GO:0030418	nicotianamine biosynthetic process	2	0.021277201	"Zm00001d013655,Zm00001d022557"	"Zm00004b011577,Zm00004b037652"
bzip76	bzip76-m2	leaf	down	GO:0031248	protein acetyltransferase complex	3	0.015468959	"Zm00001d018677,Zm00001d028074,Zm00001d034969"	"Zm00004b034694,Zm00004b000677,Zm00004b028285"
bzip76	bzip76-m2	leaf	down	GO:0033881	bile-acid-CoA hydrolase activity	2	0.007540456	"Zm00001d014947,Zm00001d025943"	"Zm00004b012639,Zm00004b039967"
bzip76	bzip76-m2	leaf	down	GO:0042178	xenobiotic catabolic process	2	0.030270729	"Zm00001d048711,Zm00001d048925"	"Zm00004b020182,Zm00004b020355"
bzip76	bzip76-m2	leaf	down	GO:0043514	interleukin-12 complex	1	0.045768415	Zm00001d012626	Zm00004b028143
bzip76	bzip76-m2	leaf	down	GO:0044011	single-species biofilm formation on inanimate substrate	1	0.045768415	Zm00001d049766	Zm00004b021048
bzip76	bzip76-m2	leaf	down	GO:0046395	carboxylic acid catabolic process	2	0.017283665	"Zm00001d004426,Zm00001d008892"	"Zm00004b008019,Zm00004b025121"
bzip76	bzip76-m2	leaf	down	GO:0047209	coniferyl-alcohol glucosyltransferase activity	1	0.045768415	Zm00001d048925	Zm00004b020355
bzip76	bzip76-m2	leaf	down	GO:0047254	2/4-dihydroxy-7-methoxy-2H-1/4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity	2	0.030270729	"Zm00001d005456,Zm00001d034692"	"Zm00004b008781,Zm00004b005643"
bzip76	bzip76-m2	leaf	down	GO:0047461	(+)-delta-cadinene synthase activity	2	0.040490255	"Zm00001d024486,Zm00001d045054"	"Zm00004b038746,Zm00004b031703"
bzip76	bzip76-m2	leaf	down	GO:0047807	cytokinin 7-beta-glucosyltransferase activity	2	0.030270729	"Zm00001d005456,Zm00001d034692"	"Zm00004b008781,Zm00004b005643"
bzip76	bzip76-m2	leaf	down	GO:0048030	disaccharide binding	1	0.045768415	Zm00001d035000	Zm00004b028307
bzip76	bzip76-m2	leaf	down	GO:0050306	sucrose 1F-fructosyltransferase activity	2	0.007540456	"Zm00001d014947,Zm00001d025943"	"Zm00004b012639,Zm00004b039967"
bzip76	bzip76-m2	leaf	down	GO:0050505	hydroquinone glucosyltransferase activity	2	0.030270729	"Zm00001d048711,Zm00001d048925"	"Zm00004b020182,Zm00004b020355"
bzip76	bzip76-m2	leaf	down	GO:0051572	negative regulation of histone H3-K4 methylation	1	0.045768415	Zm00001d053751	Zm00004b024261
bzip76	bzip76-m2	leaf	down	GO:0051669	fructan beta-fructosidase activity	2	0.013650103	"Zm00001d014947,Zm00001d025943"	"Zm00004b012639,Zm00004b039967"
bzip76	bzip76-m2	leaf	down	GO:0052731	phosphocholine phosphatase activity	2	0.007540456	"Zm00001d011734,Zm00001d043621"	"Zm00004b027397,Zm00004b019138"
bzip76	bzip76-m2	leaf	down	GO:0052732	phosphoethanolamine phosphatase activity	2	0.007540456	"Zm00001d011734,Zm00001d043621"	"Zm00004b027397,Zm00004b019138"
bzip76	bzip76-m2	leaf	down	GO:0052837	thiazole biosynthetic process	2	0.003110558	"Zm00001d011183,Zm00001d044228"	"Zm00004b026938,Zm00004b019652"
bzip76	bzip76-m2	leaf	down	GO:0070336	flap-structured DNA binding	1	0.045768415	Zm00001d045179	Zm00004b031796
bzip76	bzip76-m2	leaf	down	GO:0070743	interleukin-23 complex	1	0.045768415	Zm00001d012626	Zm00004b028143
bzip76	bzip76-m2	leaf	down	GO:0071244	cellular response to carbon dioxide	1	0.045768415	Zm00001d034916	Zm00004b005827
bzip76	bzip76-m2	leaf	down	GO:0071953	elastic fiber	1	0.045768415	Zm00001d013133	Zm00004b011132
bzip76	bzip76-m2	leaf	down	GO:0072330	monocarboxylic acid biosynthetic process	2	0.003110558	"Zm00001d013655,Zm00001d022557"	"Zm00004b011577,Zm00004b037652"
bzip76	bzip76-m2	leaf	down	GO:0080043	quercetin 3-O-glucosyltransferase activity	8	0.012293801	"Zm00001d005456,Zm00001d008764,Zm00001d012780,Zm00001d014126,Zm00001d034692,Zm00001d041374,Zm00001d048711,Zm00001d048925"	"Zm00004b008781,Zm00004b025021,Zm00004b028271,Zm00004b011983,Zm00004b005643,Zm00004b017229,Zm00004b020182,Zm00004b020355"
bzip76	bzip76-m2	leaf	down	GO:0080044	quercetin 7-O-glucosyltransferase activity	7	0.029463107	"Zm00001d005456,Zm00001d008764,Zm00001d012780,Zm00001d014126,Zm00001d034692,Zm00001d041374,Zm00001d048711"	"Zm00004b008781,Zm00004b025021,Zm00004b028271,Zm00004b011983,Zm00004b005643,Zm00004b017229,Zm00004b020182"
bzip76	bzip76-m2	leaf	down	GO:0080062	cytokinin 9-beta-glucosyltransferase activity	2	0.030270729	"Zm00001d005456,Zm00001d034692"	"Zm00004b008781,Zm00004b005643"
bzip76	bzip76-m2	leaf	down	GO:1901362	organic cyclic compound biosynthetic process	2	0.001579494	"Zm00001d011183,Zm00001d044228"	"Zm00004b026938,Zm00004b019652"
bzip76	bzip76-m2	leaf	down	GO:1901566	organonitrogen compound biosynthetic process	3	2.34E-04	"Zm00001d006795,Zm00001d011183,Zm00001d044228"	"Zm00004b009856,Zm00004b026938,Zm00004b019652"
bzip76	bzip76-m2	leaf	up	GO:0000137	Golgi cis cisterna	1	0.02436388	Zm00001d048499	Zm00004b034549
bzip76	bzip76-m2	leaf	up	GO:0000454	snoRNA guided rRNA pseudouridine synthesis	1	0.048136843	Zm00001d052952	Zm00004b023605
bzip76	bzip76-m2	leaf	up	GO:0000492	box C/D snoRNP assembly	1	0.048136843	Zm00001d006680	Zm00004b009770
bzip76	bzip76-m2	leaf	up	GO:0000495	box H/ACA snoRNA 3'-end processing	1	0.02436388	Zm00001d008327	Zm00004b024686
bzip76	bzip76-m2	leaf	up	GO:0000959	mitochondrial RNA metabolic process	1	0.01225671	Zm00001d031802	Zm00004b003372
bzip76	bzip76-m2	leaf	up	GO:0001510	RNA methylation	11	0.048429382	"Zm00001d006160,Zm00001d006287,Zm00001d006361,Zm00001d008327,Zm00001d012092,Zm00001d012771,Zm00001d019697,Zm00001d020450,Zm00001d031939,Zm00001d038807,Zm00001d052952"	"Zm00004b009345,Zm00004b009448,Zm00004b009511,Zm00004b024686,Zm00004b027709,Zm00004b028263,Zm00004b035464,Zm00004b035956,Zm00004b003472,Zm00004b031072,Zm00004b023605"
bzip76	bzip76-m2	leaf	up	GO:0001741	XY body	1	0.02436388	Zm00001d014813	Zm00004b012531
bzip76	bzip76-m2	leaf	up	GO:0002521	leukocyte differentiation	1	0.048136843	Zm00001d013417	Zm00004b011367
bzip76	bzip76-m2	leaf	up	GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	1	0.048136843	Zm00001d038841	Zm00004b031109
bzip76	bzip76-m2	leaf	up	GO:0004031	aldehyde oxidase activity	1	0.02436388	Zm00001d013098	Zm00004b011101
bzip76	bzip76-m2	leaf	up	GO:0004568	chitinase activity	3	0.043845139	"Zm00001d036539,Zm00001d043988,Zm00001d049028"	"Zm00004b029328,Zm00004b019441,Zm00004b020430"
bzip76	bzip76-m2	leaf	up	GO:0004867	serine-type endopeptidase inhibitor activity	5	0.003354711	"Zm00001d008548,Zm00001d024960,Zm00001d024996,Zm00001d033909,Zm00001d040245"	"Zm00004b024862,Zm00004b039160,Zm00004b039184,Zm00004b005041,Zm00004b016435"
bzip76	bzip76-m2	leaf	up	GO:0005967	mitochondrial pyruvate dehydrogenase complex	1	0.02436388	Zm00001d006107	Zm00004b009302
bzip76	bzip76-m2	leaf	up	GO:0006040	amino sugar metabolic process	1	0.048136843	Zm00001d036539	Zm00004b029328
bzip76	bzip76-m2	leaf	up	GO:0006390	mitochondrial transcription	1	0.048136843	Zm00001d031802	Zm00004b003372
bzip76	bzip76-m2	leaf	up	GO:0006955	immune response	6	0.02984687	"Zm00001d013075,Zm00001d013417,Zm00001d026135,Zm00001d033909,Zm00001d043200,Zm00001d044036"	"Zm00004b011076,Zm00004b011367,Zm00004b040130,Zm00004b005041,Zm00004b018734,Zm00004b019477"
bzip76	bzip76-m2	leaf	up	GO:0008559	xenobiotic transmembrane transporting ATPase activity	4	0.003252349	"Zm00001d004335,Zm00001d011644,Zm00001d043762,Zm00001d048329"	"Zm00004b007948,Zm00004b027319,Zm00004b019253,Zm00004b034403"
bzip76	bzip76-m2	leaf	up	GO:0008566	mitochondrial protein-transporting ATPase activity	1	0.048136843	Zm00001d022352	Zm00004b037487
bzip76	bzip76-m2	leaf	up	GO:0008672	2-dehydro-3-deoxyglucarate aldolase activity	1	0.02436388	Zm00001d006182	Zm00004b009365
bzip76	bzip76-m2	leaf	up	GO:0008701	4-hydroxy-2-oxovalerate aldolase activity	1	0.02436388	Zm00001d006182	Zm00004b009365
bzip76	bzip76-m2	leaf	up	GO:0008809	carnitine racemase activity	1	0.02436388	Zm00001d038755	Zm00004b031030
bzip76	bzip76-m2	leaf	up	GO:0009607	response to biotic stimulus	6	0.031872435	"Zm00001d018734,Zm00001d018738,Zm00001d026135,Zm00001d031158,Zm00001d042140,Zm00001d042143"	"Zm00004b034739,Zm00004b034743,Zm00004b040130,Zm00004b002932,Zm00004b017820,Zm00004b017824"
bzip76	bzip76-m2	leaf	up	GO:0009696	salicylic acid metabolic process	3	7.41E-04	"Zm00001d004366,Zm00001d006140,Zm00001d008795"	"Zm00004b007975,Zm00004b009326,Zm00004b025044"
bzip76	bzip76-m2	leaf	up	GO:0009817	defense response to fungus/ incompatible interaction	6	0.009579446	"Zm00001d011886,Zm00001d031158,Zm00001d033455,Zm00001d042140,Zm00001d042143,Zm00001d043121"	"Zm00004b027545,Zm00004b002932,Zm00004b004680,Zm00004b017820,Zm00004b017824,Zm00004b018670"
bzip76	bzip76-m2	leaf	up	GO:0010124	phenylacetate catabolic process	1	0.02436388	Zm00001d006182	Zm00004b009365
bzip76	bzip76-m2	leaf	up	GO:0010230	alternative respiration	1	0.02436388	Zm00001d036539	Zm00004b029328
bzip76	bzip76-m2	leaf	up	GO:0010438	cellular response to sulfur starvation	2	0.010671062	"Zm00001d032481,Zm00001d038642"	"Zm00004b003909,Zm00004b030939"
bzip76	bzip76-m2	leaf	up	GO:0010951	negative regulation of endopeptidase activity	5	0.003014379	"Zm00001d008548,Zm00001d024960,Zm00001d024996,Zm00001d033909,Zm00001d040245"	"Zm00004b024862,Zm00004b039160,Zm00004b039184,Zm00004b005041,Zm00004b016435"
bzip76	bzip76-m2	leaf	up	GO:0017111	nucleoside-triphosphatase activity	4	0.030427861	"Zm00001d003209,Zm00001d008983,Zm00001d019078,Zm00001d031222"	"Zm00004b007085,Zm00004b025191,Zm00004b035017,Zm00004b002978"
bzip76	bzip76-m2	leaf	up	GO:0018802	2/4-dihydroxyhept-2-ene-1/7-dioate aldolase activity	1	0.02436388	Zm00001d006182	Zm00004b009365
bzip76	bzip76-m2	leaf	up	GO:0018874	benzoate metabolic process	3	2.04E-04	"Zm00001d004366,Zm00001d006140,Zm00001d008795"	"Zm00004b007975,Zm00004b009326,Zm00004b025044"
bzip76	bzip76-m2	leaf	up	GO:0019318	hexose metabolic process	2	0.048887115	"Zm00001d010814,Zm00001d028759"	"Zm00004b026635,Zm00004b001229"
bzip76	bzip76-m2	leaf	up	GO:0031011	Ino80 complex	3	0.029883671	"Zm00001d004259,Zm00001d004260,Zm00001d006680"	"Zm00004b007897,Zm00004b007898,Zm00004b009770"
bzip76	bzip76-m2	leaf	up	GO:0031118	rRNA pseudouridine synthesis	1	0.02436388	Zm00001d008327	Zm00004b024686
bzip76	bzip76-m2	leaf	up	GO:0031120	snRNA pseudouridine synthesis	2	0.003988266	"Zm00001d008327,Zm00001d052952"	"Zm00004b024686,Zm00004b023605"
bzip76	bzip76-m2	leaf	up	GO:0031429	box H/ACA snoRNP complex	2	0.018017936	"Zm00001d008327,Zm00001d052952"	"Zm00004b024686,Zm00004b023605"
bzip76	bzip76-m2	leaf	up	GO:0031640	killing of cells of other organism	3	0.001774645	"Zm00001d031158,Zm00001d033455,Zm00001d043121"	"Zm00004b002932,Zm00004b004680,Zm00004b018670"
bzip76	bzip76-m2	leaf	up	GO:0033160	positive regulation of protein import into nucleus/ translocation	1	0.02436388	Zm00001d026322	Zm00004b040300
bzip76	bzip76-m2	leaf	up	GO:0033362	lysine biosynthetic process via diaminopimelate/ diaminopimelate-aminotransferase pathway	1	0.048136843	Zm00001d028165	Zm00004b000743
bzip76	bzip76-m2	leaf	up	GO:0034756	regulation of iron ion transport	1	0.02436388	Zm00001d025141	Zm00004b039310
bzip76	bzip76-m2	leaf	up	GO:0036292	DNA rewinding	1	0.036323326	Zm00001d006443	Zm00004b009574
bzip76	bzip76-m2	leaf	up	GO:0042165	neurotransmitter binding	1	0.02436388	Zm00001d053766	Zm00004b024276
bzip76	bzip76-m2	leaf	up	GO:0042349	guiding stereospecific synthesis activity	2	0.024575188	"Zm00001d004758,Zm00001d045210"	"Zm00004b008270,Zm00004b031829"
bzip76	bzip76-m2	leaf	up	GO:0042908	xenobiotic transport	4	0.003751276	"Zm00001d004335,Zm00001d011644,Zm00001d043762,Zm00001d048329"	"Zm00004b007948,Zm00004b027319,Zm00004b019253,Zm00004b034403"
bzip76	bzip76-m2	leaf	up	GO:0042973	glucan endo-1/3-beta-D-glucosidase activity	3	0.040504839	"Zm00001d011886,Zm00001d042140,Zm00001d042143"	"Zm00004b027545,Zm00004b017820,Zm00004b017824"
bzip76	bzip76-m2	leaf	up	GO:0043330	response to exogenous dsRNA	1	0.048136843	Zm00001d006160	Zm00004b009345
bzip76	bzip76-m2	leaf	up	GO:0043517	positive regulation of DNA damage response/ signal transduction by p53 class mediator	1	0.02436388	Zm00001d014813	Zm00004b012531
bzip76	bzip76-m2	leaf	up	GO:0045950	negative regulation of mitotic recombination	1	0.02436388	Zm00001d004468	Zm00004b008050
bzip76	bzip76-m2	leaf	up	GO:0045980	negative regulation of nucleotide metabolic process	1	0.048136843	Zm00001d016705	Zm00004b013968
bzip76	bzip76-m2	leaf	up	GO:0046963	3'-phosphoadenosine 5'-phosphosulfate transport	1	0.02436388	Zm00001d048499	Zm00004b034549
bzip76	bzip76-m2	leaf	up	GO:0048678	response to axon injury	1	0.02436388	Zm00001d043200	Zm00004b018734
bzip76	bzip76-m2	leaf	up	GO:0051346	negative regulation of hydrolase activity	1	0.02436388	Zm00001d016705	Zm00004b013968
bzip76	bzip76-m2	leaf	up	GO:0052615	ent-kaurene oxidase activity	1	0.02436388	Zm00001d046342	Zm00004b032687
bzip76	bzip76-m2	leaf	up	GO:0052638	indole-3-butyrate beta-glucosyltransferase activity	2	0.006307	"Zm00001d004366,Zm00001d008795"	"Zm00004b007975,Zm00004b025044"
bzip76	bzip76-m2	leaf	up	GO:0052639	salicylic acid glucosyltransferase (ester-forming) activity	3	2.04E-04	"Zm00001d004366,Zm00001d006140,Zm00001d008795"	"Zm00004b007975,Zm00004b009326,Zm00004b025044"
bzip76	bzip76-m2	leaf	up	GO:0052640	salicylic acid glucosyltransferase (glucoside-forming) activity	3	2.04E-04	"Zm00001d004366,Zm00001d006140,Zm00001d008795"	"Zm00004b007975,Zm00004b009326,Zm00004b025044"
bzip76	bzip76-m2	leaf	up	GO:0052641	benzoic acid glucosyltransferase activity	3	2.04E-04	"Zm00001d004366,Zm00001d006140,Zm00001d008795"	"Zm00004b007975,Zm00004b009326,Zm00004b025044"
